
Order ID,Order Value,Delivery Fee,Cuisine,Meal Type,City,Time Taken for Delivery
ORD123886,509.4,30,Chinese,Lunch,Chennai,63
ORD123887,281.28,20,Continental,Evening Snack,Bangalore,63
ORD123888,780.03,30,Fast Food,Breakfast,Mumbai,21
ORD123889,544.79,30,Mexican,Evening Snack,Hyderabad,43
ORD123890,1006.27,30,Mexican,Dinner,Mumbai,21
ORD123891,602.32,45,Fast Food,Lunch,Chennai,59
ORD123892,851.99,45,Chinese,Breakfast,Hyderabad,62
ORD123893,473.67,30,Indian,Lunch,Bangalore,20
ORD123894,369.92,0,Continental,Dinner,Hyderabad,46
ORD123895,557.45,30,Indian,Lunch,Hyderabad,62
ORD123896,787.15,0,Italian,Dinner,Chennai,30
ORD123897,839.79,30,Italian,Lunch,Delhi,26
ORD123898,757.12,0,Italian,Lunch,Bangalore,48
ORD123899,1187.46,60,Mexican,Breakfast,Mumbai,18
ORD123900,875.64,30,Indian,Lunch,Delhi,62
ORD123901,1128.1,0,Mexican,Breakfast,Mumbai,21
ORD123902,273.83,20,Indian,Lunch,Hyderabad,60
ORD123903,214.44,45,Chinese,Breakfast,Chennai,62
ORD123904,476.54,0,Fast Food,Dinner,Mumbai,27
ORD123905,293.42,30,Mexican,Dinner,Delhi,64
ORD123906,702.16,0,Italian,Breakfast,Hyderabad,34
ORD123907,694.93,30,Italian,Breakfast,Chennai,18
ORD123908,753.8,0,Mexican,Dinner,Bangalore,34
ORD123909,932.49,20,Fast Food,Dinner,Chennai,22
ORD123910,1169.9,30,Continental,Lunch,Bangalore,38
ORD123911,1072.17,0,Chinese,Dinner,Hyderabad,50
ORD123912,274.29,60,Italian,Evening Snack,Mumbai,24
ORD123913,505.44,20,Chinese,Dinner,Chennai,62
ORD123914,418.61,20,Fast Food,Dinner,Delhi,19
ORD123915,335.66,30,Continental,Dinner,Delhi,47
ORD123916,721.96,45,Mexican,Lunch,Delhi,59
ORD123917,730.93,60,Chinese,Evening Snack,Hyderabad,27
ORD123918,388.61,20,Indian,Lunch,Hyderabad,41
ORD123919,897.49,20,Indian,Lunch,Chennai,17
ORD123920,919.56,60,Continental,Breakfast,Hyderabad,26
ORD123921,172.03,0,Fast Food,Dinner,Chennai,20
ORD123922,565.55,30,Indian,Lunch,Mumbai,42
ORD123923,1084.65,0,Italian,Dinner,Hyderabad,28
ORD123924,696.33,20,Indian,Lunch,Bangalore,29
ORD123925,515.01,60,Italian,Lunch,Hyderabad,36
ORD123926,416.36,30,Italian,Dinner,Mumbai,44
ORD123927,405.52,30,Italian,Lunch,Mumbai,59
ORD123928,254.76,0,Italian,Dinner,Mumbai,35
ORD123929,1008.09,20,Indian,Dinner,Hyderabad,63
ORD123930,240.99,0,Continental,Evening Snack,Delhi,37
ORD123931,456.91,45,Italian,Dinner,Delhi,51
ORD123932,197.96,30,Continental,Dinner,Bangalore,41
ORD123933,970.46,0,Continental,Breakfast,Hyderabad,16
ORD123934,191.25,20,Mexican,Dinner,Bangalore,62
ORD123935,473.72,45,Continental,Lunch,Bangalore,18
ORD123936,751.96,0,Fast Food,Evening Snack,Mumbai,64
ORD123937,580.04,20,Chinese,Lunch,Bangalore,31
ORD123938,446.38,30,Italian,Evening Snack,Mumbai,20
ORD123939,438.95,0,Continental,Breakfast,Hyderabad,58
ORD123940,987.68,20,Mexican,Lunch,Chennai,25
ORD123941,1172.68,60,Mexican,Dinner,Bangalore,32
ORD123942,515.44,30,Chinese,Breakfast,Mumbai,30
ORD123943,191.1,30,Mexican,Dinner,Chennai,64
ORD123944,188.39,30,Italian,Dinner,Chennai,35
ORD123945,947.17,20,Mexican,Dinner,Bangalore,32
ORD123946,729.99,45,Chinese,Dinner,Delhi,21
ORD123947,972.77,0,Italian,Dinner,Bangalore,41
ORD123948,882.37,60,Indian,Breakfast,Delhi,17
ORD123949,1102.88,20,Italian,Dinner,Delhi,40
ORD123950,1080.12,60,Continental,Lunch,Mumbai,17
ORD123951,977.74,30,Indian,Dinner,Hyderabad,58
ORD123952,648.95,0,Fast Food,Lunch,Hyderabad,15
ORD123953,473.53,0,Continental,Lunch,Mumbai,45
ORD123954,682.38,0,Continental,Dinner,Mumbai,30
ORD123955,677.18,20,Continental,Lunch,Delhi,28
ORD123956,790.79,30,Chinese,Breakfast,Hyderabad,36
ORD123957,345.4,30,Chinese,Lunch,Delhi,19
ORD123958,838.4,30,Italian,Dinner,Hyderabad,27
ORD123959,629.43,0,Chinese,Lunch,Bangalore,46
ORD123960,801.22,0,Fast Food,Evening Snack,Bangalore,49
ORD123961,401.59,30,Mexican,Dinner,Hyderabad,36
ORD123962,606.11,45,Mexican,Lunch,Bangalore,49
ORD123963,370.71,20,Fast Food,Evening Snack,Mumbai,49
ORD123964,1069.07,0,Continental,Dinner,Chennai,24
ORD123965,662.36,20,Fast Food,Lunch,Chennai,31
ORD123966,386.23,20,Italian,Lunch,Bangalore,53
ORD123967,193.27,30,Fast Food,Lunch,Mumbai,59
ORD123968,859.53,20,Fast Food,Evening Snack,Chennai,23
ORD123969,375.38,45,Mexican,Evening Snack,Mumbai,45
ORD123970,1189.06,20,Indian,Evening Snack,Hyderabad,48
ORD123971,710.39,0,Chinese,Lunch,Delhi,51
ORD123972,453.43,20,Continental,Dinner,Hyderabad,34
ORD123973,840.56,20,Chinese,Lunch,Chennai,22
ORD123974,438.98,30,Italian,Dinner,Mumbai,56
ORD123975,1011.29,45,Continental,Lunch,Delhi,49
ORD123976,473.65,0,Continental,Dinner,Bangalore,53
ORD123977,1187.66,0,Chinese,Lunch,Mumbai,46
ORD123978,785.4,45,Continental,Breakfast,Mumbai,44
ORD123979,1036.63,20,Continental,Breakfast,Hyderabad,54
ORD123980,226.46,45,Indian,Evening Snack,Chennai,46
ORD123981,515.71,30,Continental,Lunch,Bangalore,62
ORD123982,924.36,20,Chinese,Evening Snack,Chennai,20
ORD123983,837.81,0,Mexican,Lunch,Mumbai,58
ORD123984,353.96,30,Fast Food,Lunch,Delhi,42
ORD123985,524.01,45,Continental,Lunch,Chennai,49
ORD123986,426.62,20,Italian,Lunch,Delhi,27
ORD123987,794.04,20,Continental,Dinner,Bangalore,33
ORD123988,511.8,30,Continental,Dinner,Bangalore,16
ORD123989,474.51,30,Continental,Dinner,Delhi,52
ORD123990,367.75,30,Indian,Dinner,Hyderabad,57
ORD123991,579.48,0,Italian,Dinner,Mumbai,64
ORD123992,355.28,45,Fast Food,Dinner,Delhi,47
ORD123993,1160.7,20,Chinese,Dinner,Delhi,53
ORD123994,312.23,0,Fast Food,Dinner,Hyderabad,39
ORD123995,1108.97,0,Continental,Lunch,Mumbai,48
ORD123996,599.9,45,Fast Food,Breakfast,Mumbai,17
ORD123997,546.76,0,Chinese,Lunch,Delhi,17
ORD123998,392.89,60,Indian,Dinner,Hyderabad,30
ORD123999,817.54,30,Continental,Lunch,Delhi,48
ORD124000,869.8,30,Indian,Lunch,Chennai,32
ORD124001,640.95,30,Indian,Evening Snack,Bangalore,15
ORD124002,208.49,20,Fast Food,Dinner,Chennai,47
ORD124003,1114.44,45,Fast Food,Evening Snack,Bangalore,16
ORD124004,1179.35,60,Fast Food,Evening Snack,Mumbai,51
ORD124005,602.6,20,Mexican,Dinner,Mumbai,36
ORD124006,794.34,45,Mexican,Evening Snack,Delhi,57
ORD124007,622.81,30,Mexican,Breakfast,Bangalore,46
ORD124008,487.97,30,Italian,Dinner,Mumbai,31
ORD124009,231.18,20,Indian,Lunch,Chennai,36
ORD124010,628.87,20,Chinese,Dinner,Chennai,47
ORD124011,1009.3,20,Mexican,Lunch,Delhi,18
ORD124012,167.88,20,Italian,Dinner,Bangalore,51
ORD124013,761.21,60,Continental,Dinner,Delhi,56
ORD124014,1074.81,20,Mexican,Dinner,Chennai,63
ORD124015,378.43,30,Continental,Dinner,Bangalore,33
ORD124016,342.42,20,Continental,Lunch,Mumbai,53
ORD124017,960.89,20,Fast Food,Lunch,Bangalore,38
ORD124018,417.84,0,Continental,Evening Snack,Hyderabad,33
ORD124019,351.58,30,Mexican,Evening Snack,Mumbai,60
ORD124020,546.89,30,Indian,Evening Snack,Delhi,15
ORD124021,562.13,20,Italian,Evening Snack,Bangalore,48
ORD124022,1067.81,30,Italian,Dinner,Hyderabad,42
ORD124023,799.37,45,Indian,Lunch,Delhi,48
ORD124024,576.26,0,Mexican,Breakfast,Bangalore,55
ORD124025,711.11,60,Indian,Breakfast,Delhi,63
ORD124026,1151.66,20,Fast Food,Lunch,Bangalore,32
ORD124027,268.88,45,Continental,Lunch,Hyderabad,52
ORD124028,368.1,45,Fast Food,Dinner,Delhi,26
ORD124029,1160.66,0,Continental,Breakfast,Chennai,42
ORD124030,1155.19,30,Mexican,Lunch,Chennai,45
ORD124031,336.02,30,Italian,Dinner,Bangalore,62
ORD124032,302.36,0,Indian,Lunch,Delhi,64
ORD124033,592.14,60,Indian,Dinner,Mumbai,58
ORD124034,202.2,30,Indian,Lunch,Chennai,62
ORD124035,837.65,0,Italian,Breakfast,Delhi,16
ORD124036,231.37,0,Indian,Lunch,Delhi,61
ORD124037,210.93,30,Indian,Lunch,Mumbai,31
ORD124038,659.45,0,Mexican,Dinner,Chennai,22
ORD124039,1155.68,0,Italian,Lunch,Chennai,32
ORD124040,598.14,60,Indian,Lunch,Mumbai,60
ORD124041,524.31,30,Chinese,Lunch,Mumbai,16
ORD124042,1197.85,30,Mexican,Dinner,Delhi,32
ORD124043,708.57,20,Indian,Dinner,Bangalore,58
ORD124044,544.0,20,Fast Food,Dinner,Bangalore,24
ORD124045,555.15,20,Mexican,Dinner,Mumbai,37
ORD124046,354.71,30,Continental,Evening Snack,Mumbai,62
ORD124047,687.83,0,Indian,Dinner,Delhi,25
ORD124048,610.8,0,Indian,Lunch,Delhi,62
ORD124049,434.34,45,Indian,Lunch,Mumbai,15
ORD124050,318.57,45,Italian,Dinner,Mumbai,26
ORD124051,476.8,30,Mexican,Breakfast,Chennai,43
ORD124052,684.12,20,Fast Food,Dinner,Bangalore,34
ORD124053,211.25,0,Indian,Lunch,Bangalore,58
ORD124054,311.43,0,Indian,Lunch,Mumbai,17
ORD124055,1145.04,60,Mexican,Lunch,Chennai,43
ORD124056,720.0,20,Italian,Dinner,Mumbai,39
ORD124057,216.62,30,Chinese,Lunch,Hyderabad,61
ORD124058,877.74,20,Continental,Lunch,Bangalore,33
ORD124059,214.89,30,Fast Food,Breakfast,Bangalore,16
ORD124060,925.82,0,Mexican,Dinner,Chennai,34
ORD124061,937.46,20,Mexican,Evening Snack,Bangalore,42
ORD124062,833.63,20,Chinese,Evening Snack,Delhi,34
ORD124063,918.81,20,Indian,Dinner,Chennai,17
ORD124064,242.36,30,Chinese,Breakfast,Delhi,25
ORD124065,913.12,30,Fast Food,Breakfast,Hyderabad,49
ORD124066,293.52,20,Indian,Lunch,Chennai,20
ORD124067,506.48,30,Indian,Breakfast,Mumbai,58
ORD124068,1139.88,0,Indian,Dinner,Mumbai,36
ORD124069,678.02,20,Italian,Dinner,Hyderabad,53
ORD124070,1165.8,20,Chinese,Dinner,Hyderabad,17
ORD124071,243.37,30,Italian,Dinner,Mumbai,23
ORD124072,651.43,0,Italian,Dinner,Mumbai,47
ORD124073,215.52,20,Chinese,Lunch,Delhi,21
ORD124074,811.72,60,Chinese,Breakfast,Mumbai,63
ORD124075,232.64,20,Indian,Breakfast,Mumbai,43
ORD124076,334.14,0,Mexican,Breakfast,Chennai,35
ORD124077,421.77,30,Mexican,Dinner,Chennai,64
ORD124078,936.18,0,Fast Food,Lunch,Chennai,54
ORD124079,322.16,20,Continental,Dinner,Chennai,15
ORD124080,1038.96,45,Indian,Lunch,Hyderabad,25
ORD124081,288.5,60,Chinese,Lunch,Chennai,47
ORD124082,187.01,20,Fast Food,Lunch,Hyderabad,26
ORD124083,564.8,20,Fast Food,Lunch,Hyderabad,41
ORD124084,1178.41,30,Fast Food,Lunch,Bangalore,56
ORD124085,265.86,20,Mexican,Dinner,Hyderabad,42
ORD124086,256.8,0,Continental,Breakfast,Hyderabad,39
ORD124087,938.72,20,Mexican,Dinner,Delhi,26
ORD124088,477.77,0,Italian,Dinner,Mumbai,15
ORD124089,903.15,45,Indian,Evening Snack,Mumbai,17
ORD124090,360.01,20,Fast Food,Evening Snack,Chennai,27
ORD124091,633.08,20,Indian,Lunch,Delhi,55
ORD124092,428.55,30,Fast Food,Lunch,Mumbai,52
ORD124093,624.1,20,Fast Food,Lunch,Mumbai,17
ORD124094,957.55,30,Fast Food,Lunch,Hyderabad,64
ORD124095,950.11,0,Italian,Evening Snack,Delhi,23
ORD124096,691.56,30,Continental,Dinner,Chennai,56
ORD124097,1124.79,30,Chinese,Lunch,Bangalore,31
ORD124098,426.97,20,Fast Food,Lunch,Bangalore,46
ORD124099,402.33,0,Chinese,Breakfast,Chennai,19
ORD124100,794.5,30,Italian,Breakfast,Chennai,53
ORD124101,802.36,20,Fast Food,Breakfast,Mumbai,38
ORD124102,198.87,20,Italian,Dinner,Delhi,61
ORD124103,788.17,60,Fast Food,Evening Snack,Hyderabad,56
ORD124104,543.16,45,Indian,Evening Snack,Chennai,18
ORD124105,934.81,0,Mexican,Lunch,Hyderabad,32
ORD124106,998.51,30,Continental,Dinner,Mumbai,37
ORD124107,729.76,20,Continental,Lunch,Mumbai,47
ORD124108,151.79,0,Fast Food,Evening Snack,Chennai,15
ORD124109,818.18,0,Mexican,Dinner,Delhi,25
ORD124110,936.33,30,Fast Food,Dinner,Chennai,29
ORD124111,411.43,20,Chinese,Dinner,Chennai,58
ORD124112,637.88,30,Continental,Evening Snack,Delhi,40
ORD124113,1164.01,20,Indian,Evening Snack,Mumbai,62
ORD124114,463.02,30,Italian,Dinner,Mumbai,43
ORD124115,384.31,45,Mexican,Dinner,Hyderabad,44
ORD124116,371.4,30,Chinese,Lunch,Mumbai,64
ORD124117,736.74,20,Fast Food,Evening Snack,Mumbai,29
ORD124118,1147.28,60,Fast Food,Dinner,Chennai,32
ORD124119,789.12,20,Mexican,Dinner,Chennai,19
ORD124120,468.49,30,Mexican,Lunch,Mumbai,39
ORD124121,820.5,30,Mexican,Dinner,Mumbai,31
ORD124122,806.08,20,Indian,Lunch,Hyderabad,37
ORD124123,776.77,0,Chinese,Dinner,Delhi,25
ORD124124,317.4,20,Italian,Evening Snack,Mumbai,38
ORD124125,816.3,20,Indian,Evening Snack,Mumbai,57
ORD124126,601.67,45,Continental,Dinner,Mumbai,16
ORD124127,169.52,30,Mexican,Evening Snack,Mumbai,46
ORD124128,716.75,20,Continental,Dinner,Chennai,38
ORD124129,1188.73,30,Mexican,Lunch,Bangalore,26
ORD124130,517.23,45,Mexican,Lunch,Bangalore,52
ORD124131,1163.84,60,Chinese,Dinner,Bangalore,39
ORD124132,251.02,0,Fast Food,Dinner,Bangalore,25
ORD124133,919.07,30,Italian,Evening Snack,Chennai,64
ORD124134,270.05,60,Indian,Evening Snack,Bangalore,54
ORD124135,437.25,20,Indian,Lunch,Chennai,30
ORD124136,749.38,60,Italian,Breakfast,Hyderabad,55
ORD124137,772.42,60,Mexican,Breakfast,Chennai,63
ORD124138,963.97,30,Continental,Dinner,Delhi,49
ORD124139,796.08,45,Fast Food,Dinner,Delhi,30
ORD124140,773.3,20,Chinese,Dinner,Mumbai,56
ORD124141,1107.97,60,Indian,Dinner,Mumbai,50
ORD124142,624.77,30,Indian,Dinner,Mumbai,63
ORD124143,386.53,30,Mexican,Lunch,Mumbai,55
ORD124144,319.88,45,Continental,Breakfast,Mumbai,60
ORD124145,569.99,45,Indian,Breakfast,Mumbai,19
ORD124146,898.39,30,Italian,Lunch,Delhi,34
ORD124147,194.67,0,Chinese,Breakfast,Hyderabad,57
ORD124148,285.51,30,Continental,Dinner,Chennai,15
ORD124149,261.42,45,Fast Food,Dinner,Bangalore,54
ORD124150,764.51,30,Chinese,Lunch,Hyderabad,49
ORD124151,405.01,60,Chinese,Lunch,Delhi,15
ORD124152,324.57,45,Fast Food,Breakfast,Delhi,52
ORD124153,772.41,30,Fast Food,Lunch,Hyderabad,58
ORD124154,949.38,20,Chinese,Dinner,Bangalore,55
ORD124155,498.76,0,Italian,Evening Snack,Mumbai,57
ORD124156,757.11,30,Fast Food,Evening Snack,Hyderabad,61
ORD124157,253.03,20,Italian,Dinner,Chennai,38
ORD124158,1131.95,30,Italian,Lunch,Mumbai,36
ORD124159,503.74,30,Chinese,Breakfast,Hyderabad,62
ORD124160,1197.38,20,Italian,Breakfast,Mumbai,15
ORD124161,1177.52,0,Mexican,Evening Snack,Chennai,19
ORD124162,967.76,45,Chinese,Breakfast,Hyderabad,36
ORD124163,171.07,30,Mexican,Dinner,Bangalore,20
ORD124164,720.65,20,Indian,Evening Snack,Chennai,38
ORD124165,241.18,30,Fast Food,Breakfast,Mumbai,33
ORD124166,1089.89,30,Continental,Dinner,Bangalore,60
ORD124167,979.12,0,Indian,Breakfast,Chennai,58
ORD124168,1170.96,30,Chinese,Dinner,Delhi,44
ORD124169,788.8,20,Fast Food,Evening Snack,Delhi,43
ORD124170,698.28,45,Mexican,Lunch,Bangalore,54
ORD124171,694.92,60,Mexican,Lunch,Mumbai,16
ORD124172,555.77,0,Continental,Breakfast,Bangalore,20
ORD124173,642.12,60,Fast Food,Dinner,Hyderabad,51
ORD124174,817.18,60,Chinese,Lunch,Bangalore,34
ORD124175,1129.59,20,Chinese,Lunch,Chennai,41
ORD124176,775.68,0,Italian,Evening Snack,Chennai,54
ORD124177,1049.97,30,Fast Food,Dinner,Bangalore,44
ORD124178,1055.92,20,Chinese,Breakfast,Chennai,32
ORD124179,694.77,0,Indian,Breakfast,Hyderabad,37
ORD124180,514.84,0,Mexican,Dinner,Chennai,61
ORD124181,821.55,0,Mexican,Lunch,Chennai,46
ORD124182,618.17,20,Italian,Breakfast,Mumbai,36
ORD124183,235.51,30,Chinese,Dinner,Chennai,49
ORD124184,546.7,30,Continental,Dinner,Bangalore,57
ORD124185,1193.78,20,Italian,Dinner,Bangalore,41
ORD124186,200.94,30,Fast Food,Lunch,Mumbai,38
ORD124187,881.5,60,Fast Food,Lunch,Delhi,21
ORD124188,1033.25,60,Fast Food,Dinner,Hyderabad,39
ORD124189,831.16,45,Indian,Lunch,Hyderabad,28
ORD124190,748.24,20,Fast Food,Dinner,Delhi,60
ORD124191,892.93,20,Indian,Dinner,Chennai,20
ORD124192,600.81,45,Italian,Breakfast,Bangalore,46
ORD124193,245.93,60,Italian,Evening Snack,Chennai,46
ORD124194,1160.49,30,Fast Food,Evening Snack,Mumbai,59
ORD124195,603.92,30,Mexican,Dinner,Hyderabad,55
ORD124196,848.66,30,Italian,Lunch,Delhi,62
ORD124197,707.88,20,Mexican,Evening Snack,Bangalore,34
ORD124198,207.41,20,Indian,Lunch,Chennai,31
ORD124199,1150.38,0,Indian,Lunch,Delhi,36
ORD124200,982.16,30,Indian,Lunch,Delhi,18
ORD124201,306.55,30,Mexican,Lunch,Chennai,17
ORD124202,1180.73,20,Italian,Lunch,Chennai,31
ORD124203,923.75,0,Chinese,Lunch,Bangalore,49
ORD124204,645.94,60,Chinese,Dinner,Bangalore,23
ORD124205,791.94,20,Continental,Dinner,Chennai,60
ORD124206,262.07,60,Continental,Lunch,Bangalore,20
ORD124207,738.43,30,Fast Food,Breakfast,Bangalore,45
ORD124208,227.34,0,Mexican,Evening Snack,Hyderabad,51
ORD124209,722.1,20,Italian,Lunch,Bangalore,61
ORD124210,730.33,30,Indian,Dinner,Mumbai,20
ORD124211,1068.16,30,Chinese,Breakfast,Bangalore,51
ORD124212,911.31,20,Continental,Dinner,Hyderabad,34
ORD124213,412.03,0,Italian,Evening Snack,Chennai,26
ORD124214,1082.85,20,Chinese,Lunch,Hyderabad,32
ORD124215,751.9,30,Italian,Lunch,Chennai,22
ORD124216,786.7,20,Fast Food,Evening Snack,Mumbai,33
ORD124217,327.43,30,Indian,Breakfast,Delhi,56
ORD124218,1050.66,45,Mexican,Breakfast,Mumbai,21
ORD124219,1127.51,20,Chinese,Lunch,Mumbai,19
ORD124220,963.74,0,Chinese,Lunch,Bangalore,41
ORD124221,1137.79,0,Italian,Dinner,Hyderabad,22
ORD124222,467.41,20,Fast Food,Lunch,Hyderabad,59
ORD124223,1054.18,0,Italian,Evening Snack,Hyderabad,19
ORD124224,663.34,20,Italian,Breakfast,Hyderabad,36
ORD124225,322.11,30,Fast Food,Lunch,Bangalore,15
ORD124226,852.24,0,Indian,Dinner,Hyderabad,38
ORD124227,868.33,0,Fast Food,Evening Snack,Bangalore,19
ORD124228,451.27,45,Chinese,Lunch,Mumbai,15
ORD124229,178.87,30,Mexican,Dinner,Chennai,34
ORD124230,359.84,60,Mexican,Dinner,Mumbai,36
ORD124231,569.77,0,Mexican,Dinner,Hyderabad,42
ORD124232,325.94,0,Italian,Evening Snack,Chennai,32
ORD124233,353.73,30,Indian,Dinner,Mumbai,15
ORD124234,560.96,20,Italian,Dinner,Mumbai,33
ORD124235,1159.88,60,Fast Food,Lunch,Bangalore,46
ORD124236,952.46,30,Mexican,Dinner,Bangalore,47
ORD124237,485.74,30,Indian,Lunch,Mumbai,62
ORD124238,1149.18,20,Italian,Evening Snack,Chennai,17
ORD124239,827.93,45,Continental,Lunch,Chennai,40
ORD124240,628.22,45,Continental,Breakfast,Chennai,48
ORD124241,641.72,20,Indian,Dinner,Bangalore,62
ORD124242,581.28,30,Mexican,Dinner,Hyderabad,56
ORD124243,394.64,30,Mexican,Lunch,Hyderabad,54
ORD124244,555.96,45,Mexican,Breakfast,Delhi,32
ORD124245,704.29,45,Mexican,Evening Snack,Bangalore,63
ORD124246,704.43,20,Mexican,Dinner,Mumbai,29
ORD124247,949.82,45,Fast Food,Lunch,Hyderabad,36
ORD124248,526.74,60,Chinese,Lunch,Mumbai,17
ORD124249,902.64,0,Mexican,Dinner,Mumbai,33
ORD124250,757.0,30,Italian,Lunch,Chennai,53
ORD124251,1159.94,20,Indian,Evening Snack,Hyderabad,62
ORD124252,554.55,20,Fast Food,Dinner,Delhi,26
ORD124253,1096.28,30,Chinese,Dinner,Bangalore,61
ORD124254,1011.67,0,Mexican,Lunch,Chennai,58
ORD124255,819.55,45,Italian,Breakfast,Bangalore,47
ORD124256,837.24,0,Mexican,Evening Snack,Mumbai,45
ORD124257,238.88,30,Continental,Evening Snack,Mumbai,19
ORD124258,1147.74,20,Indian,Breakfast,Bangalore,24
ORD124259,262.28,30,Continental,Lunch,Mumbai,50
ORD124260,741.39,30,Mexican,Dinner,Mumbai,34
ORD124261,496.57,60,Continental,Breakfast,Chennai,48
ORD124262,601.34,45,Fast Food,Dinner,Bangalore,32
ORD124263,790.69,20,Fast Food,Dinner,Bangalore,57
ORD124264,1104.29,30,Italian,Dinner,Delhi,45
ORD124265,630.45,20,Fast Food,Lunch,Delhi,42
ORD124266,1187.12,30,Chinese,Dinner,Chennai,33
ORD124267,772.45,20,Italian,Dinner,Mumbai,63
ORD124268,318.58,0,Italian,Dinner,Bangalore,38
ORD124269,349.51,30,Indian,Lunch,Bangalore,46
ORD124270,901.92,0,Fast Food,Breakfast,Hyderabad,51
ORD124271,202.92,20,Indian,Lunch,Chennai,59
ORD124272,654.36,60,Continental,Lunch,Hyderabad,56
ORD124273,305.63,0,Mexican,Lunch,Delhi,63
ORD124274,604.88,30,Continental,Lunch,Hyderabad,26
ORD124275,937.41,30,Chinese,Dinner,Chennai,49
ORD124276,631.75,60,Mexican,Dinner,Mumbai,44
ORD124277,321.62,30,Italian,Dinner,Mumbai,52
ORD124278,414.52,0,Italian,Lunch,Hyderabad,19
ORD124279,535.92,60,Chinese,Dinner,Delhi,33
ORD124280,223.04,30,Mexican,Evening Snack,Hyderabad,50
ORD124281,763.55,20,Chinese,Evening Snack,Chennai,60
ORD124282,787.91,20,Fast Food,Lunch,Bangalore,41
ORD124283,215.26,0,Continental,Evening Snack,Delhi,62
ORD124284,572.43,0,Chinese,Dinner,Hyderabad,24
ORD124285,584.7,30,Fast Food,Lunch,Bangalore,40
ORD124286,500.51,0,Indian,Dinner,Mumbai,62
ORD124287,735.63,0,Chinese,Lunch,Chennai,21
ORD124288,513.26,0,Mexican,Lunch,Bangalore,62
ORD124289,587.23,20,Continental,Dinner,Bangalore,18
ORD124290,987.4,0,Indian,Dinner,Mumbai,37
ORD124291,320.21,60,Fast Food,Breakfast,Delhi,46
ORD124292,800.07,20,Continental,Breakfast,Delhi,17
ORD124293,680.87,60,Italian,Dinner,Bangalore,62
ORD124294,470.33,60,Fast Food,Lunch,Delhi,46
ORD124295,913.91,30,Indian,Lunch,Delhi,53
ORD124296,728.75,0,Chinese,Lunch,Hyderabad,28
ORD124297,651.23,20,Fast Food,Breakfast,Delhi,56
ORD124298,851.05,20,Continental,Dinner,Bangalore,58
ORD124299,992.4,30,Chinese,Lunch,Mumbai,25
ORD124300,1171.3,0,Chinese,Breakfast,Chennai,56
ORD124301,810.82,0,Continental,Breakfast,Hyderabad,18
ORD124302,1068.16,0,Chinese,Breakfast,Mumbai,40
ORD124303,151.15,20,Indian,Dinner,Hyderabad,62
ORD124304,706.75,0,Continental,Evening Snack,Hyderabad,35
ORD124305,375.38,0,Mexican,Breakfast,Mumbai,49
ORD124306,248.9,0,Fast Food,Evening Snack,Chennai,36
ORD124307,708.57,30,Chinese,Dinner,Hyderabad,62
ORD124308,934.17,0,Italian,Breakfast,Delhi,18
ORD124309,582.89,30,Fast Food,Breakfast,Hyderabad,19
ORD124310,853.61,30,Continental,Evening Snack,Hyderabad,15
ORD124311,664.21,30,Italian,Lunch,Hyderabad,60
ORD124312,608.94,20,Fast Food,Breakfast,Chennai,62
ORD124313,454.77,60,Mexican,Dinner,Hyderabad,15
ORD124314,551.72,20,Fast Food,Evening Snack,Hyderabad,45
ORD124315,517.29,30,Mexican,Lunch,Mumbai,31
ORD124316,828.5,0,Italian,Lunch,Mumbai,23
ORD124317,271.82,45,Continental,Evening Snack,Mumbai,27
ORD124318,247.27,0,Italian,Lunch,Mumbai,17
ORD124319,843.01,20,Indian,Evening Snack,Chennai,59
ORD124320,723.61,20,Chinese,Lunch,Delhi,64
ORD124321,601.71,30,Fast Food,Dinner,Mumbai,44
ORD124322,310.07,20,Mexican,Breakfast,Delhi,41
ORD124323,581.58,30,Mexican,Breakfast,Mumbai,36
ORD124324,979.22,45,Mexican,Lunch,Delhi,54
ORD124325,1084.1,0,Indian,Dinner,Delhi,62
ORD124326,887.71,20,Indian,Dinner,Hyderabad,16
ORD124327,212.91,45,Indian,Breakfast,Bangalore,36
ORD124328,853.93,20,Italian,Dinner,Chennai,62
ORD124329,403.03,60,Italian,Lunch,Hyderabad,16
ORD124330,481.01,30,Chinese,Evening Snack,Bangalore,22
ORD124331,355.67,0,Italian,Lunch,Chennai,25
ORD124332,964.54,0,Fast Food,Lunch,Bangalore,22
ORD124333,831.03,30,Mexican,Evening Snack,Mumbai,16
ORD124334,792.43,45,Indian,Dinner,Hyderabad,56
ORD124335,851.37,20,Fast Food,Evening Snack,Chennai,38
ORD124336,398.61,20,Mexican,Breakfast,Chennai,33
ORD124337,616.88,60,Indian,Evening Snack,Hyderabad,63
ORD124338,814.92,30,Italian,Evening Snack,Bangalore,40
ORD124339,818.42,0,Chinese,Lunch,Mumbai,30
ORD124340,981.44,20,Continental,Dinner,Bangalore,49
ORD124341,451.46,60,Indian,Dinner,Hyderabad,52
ORD124342,958.85,30,Fast Food,Dinner,Bangalore,51
ORD124343,612.19,20,Indian,Lunch,Chennai,61
ORD124344,853.68,0,Mexican,Dinner,Bangalore,18
ORD124345,628.51,30,Chinese,Dinner,Delhi,49
ORD124346,1146.04,20,Chinese,Dinner,Mumbai,56
ORD124347,338.27,30,Chinese,Lunch,Bangalore,53
ORD124348,858.76,30,Continental,Lunch,Bangalore,63
