Order ID,Order Value,Delivery Fee,Cuisine,Meal Type,City,Time Taken for Delivery,Age Group,Restaurant Segment,Company Type,Customer Rating,Total Revenue
ORD117957,1135.09,0,Chinese,Breakfast,Bangalore,18,50+,Casual,Corporate,5,1135.09
ORD117958,230.43,0,Italian,Lunch,Chennai,41,50+,Casual,Individual,2,230.43
ORD117959,1159.3,20,Italian,Dinner,Mumbai,29,18-25,Premium,Corporate,4,1179.3
ORD117960,407.99,0,Chinese,Lunch,Bangalore,61,36-50,Casual,Individual,1,407.99
ORD117961,159.55,20,Indian,Lunch,Hyderabad,31,18-25,Premium,Individual,3,179.55
ORD117962,605.5,60,Fast Food,Evening Snack,Chennai,15,18-25,Premium,Individual,5,665.5
ORD117963,526.92,0,Continental,Lunch,Hyderabad,49,50+,Premium,Individual,2,526.92
ORD117964,716.04,45,Italian,Lunch,Hyderabad,32,50+,Casual,Corporate,3,761.04
ORD117965,986.61,60,Mexican,Lunch,Hyderabad,35,26-35,Casual,Corporate,3,1046.6100000000001
ORD117966,1034.55,20,Continental,Lunch,Hyderabad,30,36-50,Fast-Food,Corporate,4,1054.55
ORD117967,571.29,60,Mexican,Lunch,Mumbai,45,36-50,Casual,Individual,2,631.29
ORD117968,601.34,20,Italian,Dinner,Chennai,40,50+,Casual,Individual,3,621.34
ORD117969,305.59,60,Fast Food,Lunch,Delhi,58,50+,Casual,Individual,1,365.59
ORD117970,199.92,45,Indian,Dinner,Mumbai,35,50+,Premium,Individual,3,244.92
ORD117971,823.28,45,Italian,Lunch,Bangalore,20,36-50,Fast-Food,Corporate,4,868.28
ORD117972,217.66,0,Fast Food,Lunch,Chennai,56,26-35,Casual,Individual,1,217.66
ORD117973,920.52,45,Italian,Dinner,Delhi,57,36-50,Fast-Food,Corporate,1,965.52
ORD117974,716.04,60,Mexican,Lunch,Chennai,25,50+,Premium,Corporate,4,776.04
ORD117975,358.51,45,Indian,Lunch,Delhi,53,50+,Fast-Food,Individual,1,403.51
ORD117976,716.5,0,Chinese,Lunch,Bangalore,51,26-35,Fast-Food,Corporate,1,716.5
ORD117977,342.15,0,Indian,Dinner,Delhi,53,18-25,Fast-Food,Individual,1,342.15
ORD117978,610.67,20,Mexican,Dinner,Chennai,43,18-25,Fast-Food,Individual,2,630.67
ORD117979,989.54,30,Italian,Breakfast,Delhi,51,36-50,Fast-Food,Corporate,1,1019.54
ORD117980,635.02,0,Chinese,Lunch,Delhi,18,18-25,Premium,Individual,5,635.02
ORD117981,306.13,60,Continental,Dinner,Hyderabad,49,18-25,Casual,Individual,2,366.13
ORD117982,910.02,30,Indian,Evening Snack,Chennai,40,36-50,Fast-Food,Corporate,3,940.02
ORD117983,346.11,20,Mexican,Dinner,Mumbai,16,50+,Premium,Individual,5,366.11
ORD117984,925.48,30,Continental,Evening Snack,Delhi,15,18-25,Premium,Corporate,5,955.48
ORD117985,653.32,30,Fast Food,Dinner,Bangalore,40,50+,Casual,Individual,3,683.32
ORD117986,626.43,20,Mexican,Dinner,Chennai,59,36-50,Premium,Individual,1,646.43
ORD117987,1044.01,20,Indian,Breakfast,Delhi,32,50+,Casual,Corporate,3,1064.01
ORD117988,894.03,20,Italian,Dinner,Bangalore,59,50+,Fast-Food,Corporate,1,914.03
ORD117989,184.56,30,Italian,Lunch,Delhi,36,36-50,Premium,Individual,3,214.56
ORD117990,460.98,30,Fast Food,Breakfast,Hyderabad,54,50+,Premium,Individual,1,490.98
ORD117991,1064.47,20,Mexican,Dinner,Chennai,20,18-25,Premium,Corporate,4,1084.47
ORD117992,169.24,20,Fast Food,Dinner,Bangalore,52,18-25,Fast-Food,Individual,1,189.24
ORD117993,722.52,20,Fast Food,Dinner,Delhi,19,18-25,Casual,Corporate,5,742.52
ORD117994,914.22,30,Continental,Breakfast,Bangalore,48,18-25,Casual,Corporate,2,944.22
ORD117995,802.95,30,Italian,Lunch,Bangalore,37,50+,Premium,Corporate,3,832.95
ORD117996,948.56,30,Indian,Lunch,Hyderabad,18,18-25,Premium,Corporate,5,978.56
ORD117997,911.98,20,Mexican,Dinner,Mumbai,33,50+,Fast-Food,Corporate,3,931.98
ORD117998,876.63,20,Continental,Evening Snack,Bangalore,44,26-35,Fast-Food,Corporate,2,896.63
ORD117999,1012.62,20,Continental,Lunch,Hyderabad,63,50+,Casual,Corporate,1,1032.62
ORD118000,827.98,30,Fast Food,Breakfast,Hyderabad,16,18-25,Premium,Corporate,5,857.98
ORD118001,572.54,20,Fast Food,Lunch,Bangalore,15,26-35,Premium,Individual,5,592.54
ORD118002,645.5,0,Fast Food,Evening Snack,Bangalore,38,36-50,Premium,Individual,3,645.5
ORD118003,902.56,0,Chinese,Dinner,Hyderabad,64,50+,Premium,Corporate,1,902.56
ORD118004,1070.12,0,Italian,Dinner,Mumbai,51,18-25,Fast-Food,Corporate,1,1070.12
ORD118005,435.83,45,Chinese,Breakfast,Bangalore,37,18-25,Fast-Food,Individual,3,480.83
ORD118006,509.18,20,Continental,Dinner,Chennai,16,18-25,Casual,Individual,5,529.1800000000001
ORD118007,1127.28,30,Chinese,Lunch,Chennai,24,36-50,Premium,Corporate,4,1157.28
ORD118008,757.44,60,Italian,Evening Snack,Hyderabad,35,26-35,Fast-Food,Corporate,3,817.44
ORD118009,337.91,0,Italian,Breakfast,Delhi,19,26-35,Premium,Individual,5,337.91
ORD118010,846.88,20,Chinese,Breakfast,Bangalore,54,18-25,Casual,Corporate,1,866.88
ORD118011,1190.3,30,Fast Food,Evening Snack,Hyderabad,50,50+,Premium,Corporate,2,1220.3
ORD118012,1014.63,45,Italian,Evening Snack,Mumbai,36,18-25,Fast-Food,Corporate,3,1059.63
ORD118013,933.03,60,Continental,Lunch,Chennai,18,18-25,Fast-Food,Corporate,5,993.03
ORD118014,368.45,30,Mexican,Evening Snack,Hyderabad,47,50+,Casual,Individual,2,398.45
ORD118015,1069.95,30,Chinese,Dinner,Bangalore,47,18-25,Casual,Corporate,2,1099.95
ORD118016,702.08,60,Indian,Dinner,Hyderabad,54,36-50,Premium,Corporate,1,762.08
ORD118017,1083.75,45,Italian,Dinner,Delhi,18,18-25,Premium,Corporate,5,1128.75
ORD118018,496.32,45,Indian,Lunch,Delhi,46,36-50,Fast-Food,Individual,2,541.3199999999999
ORD118019,215.15,0,Fast Food,Dinner,Mumbai,23,18-25,Fast-Food,Individual,4,215.15
ORD118020,649.77,30,Chinese,Dinner,Chennai,32,26-35,Fast-Food,Individual,3,679.77
ORD118021,433.33,30,Chinese,Lunch,Mumbai,50,50+,Casual,Individual,2,463.33
ORD118022,900.99,0,Indian,Lunch,Mumbai,61,26-35,Casual,Corporate,1,900.99
ORD118023,1154.96,30,Continental,Breakfast,Delhi,54,18-25,Casual,Corporate,1,1184.96
ORD118024,875.52,0,Mexican,Dinner,Delhi,34,18-25,Premium,Corporate,3,875.52
ORD118025,1081.28,30,Italian,Evening Snack,Bangalore,64,36-50,Casual,Corporate,1,1111.28
ORD118026,625.68,45,Italian,Evening Snack,Hyderabad,54,18-25,Premium,Individual,1,670.68
ORD118027,960.22,20,Chinese,Dinner,Bangalore,55,18-25,Premium,Corporate,1,980.22
ORD118028,1035.2,30,Indian,Evening Snack,Hyderabad,31,18-25,Premium,Corporate,3,1065.2
ORD118029,896.42,30,Mexican,Lunch,Chennai,19,26-35,Casual,Corporate,5,926.42
ORD118030,683.17,30,Italian,Breakfast,Delhi,34,36-50,Fast-Food,Corporate,3,713.17
ORD118031,807.16,30,Fast Food,Dinner,Hyderabad,50,26-35,Casual,Corporate,2,837.16
ORD118032,885.53,20,Indian,Lunch,Chennai,15,36-50,Casual,Corporate,5,905.53
ORD118033,415.74,45,Chinese,Dinner,Mumbai,27,26-35,Casual,Individual,4,460.74
ORD118034,1000.06,0,Mexican,Dinner,Mumbai,63,18-25,Premium,Corporate,1,1000.06
ORD118035,1147.84,30,Chinese,Breakfast,Chennai,56,26-35,Fast-Food,Corporate,1,1177.84
ORD118036,638.5,0,Indian,Dinner,Hyderabad,40,26-35,Casual,Individual,3,638.5
ORD118037,886.12,30,Chinese,Evening Snack,Hyderabad,25,36-50,Casual,Corporate,4,916.12
ORD118038,923.88,60,Italian,Dinner,Delhi,24,36-50,Premium,Corporate,4,983.88
ORD118039,845.36,0,Chinese,Dinner,Bangalore,30,26-35,Casual,Corporate,4,845.36
ORD118040,724.47,20,Continental,Lunch,Delhi,28,36-50,Casual,Corporate,4,744.47
ORD118041,1075.73,45,Continental,Dinner,Mumbai,18,36-50,Premium,Corporate,5,1120.73
ORD118042,621.37,20,Continental,Dinner,Bangalore,54,36-50,Casual,Individual,1,641.37
ORD118043,214.16,30,Italian,Evening Snack,Bangalore,41,50+,Fast-Food,Individual,2,244.16
ORD118044,1036.78,0,Chinese,Lunch,Hyderabad,38,36-50,Premium,Corporate,3,1036.78
ORD118045,857.68,20,Italian,Breakfast,Mumbai,31,50+,Fast-Food,Corporate,3,877.68
ORD118046,1041.72,30,Continental,Dinner,Hyderabad,43,50+,Casual,Corporate,2,1071.72
ORD118047,295.47,45,Fast Food,Dinner,Delhi,42,36-50,Premium,Individual,2,340.47
ORD118048,182.29,30,Mexican,Lunch,Chennai,36,26-35,Premium,Individual,3,212.29
ORD118049,1131.09,45,Continental,Dinner,Mumbai,17,36-50,Casual,Corporate,5,1176.09
ORD118050,305.11,30,Fast Food,Dinner,Bangalore,16,18-25,Fast-Food,Individual,5,335.11
ORD118051,1000.13,45,Indian,Lunch,Delhi,24,26-35,Casual,Corporate,4,1045.13
ORD118052,1014.37,60,Mexican,Breakfast,Delhi,27,50+,Premium,Corporate,4,1074.37
ORD118053,894.14,0,Continental,Lunch,Chennai,38,50+,Premium,Corporate,3,894.14
ORD118054,287.83,20,Chinese,Evening Snack,Delhi,62,26-35,Premium,Individual,1,307.83
ORD118055,850.77,0,Mexican,Lunch,Hyderabad,42,26-35,Casual,Corporate,2,850.77
ORD118056,1083.54,20,Italian,Dinner,Chennai,27,36-50,Casual,Corporate,4,1103.54
ORD118057,596.81,20,Mexican,Breakfast,Hyderabad,64,50+,Casual,Individual,1,616.81
ORD118058,584.19,30,Chinese,Lunch,Mumbai,30,18-25,Fast-Food,Individual,4,614.19
ORD118059,615.0,20,Italian,Lunch,Chennai,47,36-50,Fast-Food,Individual,2,635.0
ORD118060,236.39,20,Continental,Evening Snack,Hyderabad,54,26-35,Fast-Food,Individual,1,256.39
ORD118061,1086.63,0,Fast Food,Evening Snack,Hyderabad,36,50+,Premium,Corporate,3,1086.63
ORD118062,1062.64,0,Chinese,Breakfast,Delhi,15,26-35,Fast-Food,Corporate,5,1062.64
ORD118063,1197.8,0,Mexican,Dinner,Bangalore,40,26-35,Premium,Corporate,3,1197.8
ORD118064,764.44,20,Indian,Dinner,Hyderabad,18,26-35,Fast-Food,Corporate,5,784.44
ORD118065,938.75,20,Fast Food,Dinner,Mumbai,63,36-50,Fast-Food,Corporate,1,958.75
ORD118066,362.81,0,Mexican,Lunch,Delhi,50,18-25,Premium,Individual,2,362.81
ORD118067,850.91,45,Italian,Breakfast,Delhi,48,18-25,Casual,Corporate,2,895.91
ORD118068,832.22,30,Continental,Dinner,Bangalore,62,50+,Fast-Food,Corporate,1,862.22
ORD118069,1096.27,20,Mexican,Breakfast,Mumbai,61,26-35,Premium,Corporate,1,1116.27
ORD118070,1022.33,30,Chinese,Evening Snack,Delhi,55,18-25,Casual,Corporate,1,1052.33
ORD118071,1135.39,60,Fast Food,Breakfast,Bangalore,54,26-35,Casual,Corporate,1,1195.39
ORD118072,1062.28,20,Continental,Evening Snack,Bangalore,60,50+,Casual,Corporate,1,1082.28
ORD118073,1062.13,20,Chinese,Dinner,Hyderabad,57,26-35,Premium,Corporate,1,1082.13
ORD118074,216.91,60,Mexican,Lunch,Delhi,60,18-25,Fast-Food,Individual,1,276.90999999999997
ORD118075,1038.26,0,Indian,Breakfast,Chennai,39,26-35,Fast-Food,Corporate,3,1038.26
ORD118076,787.85,0,Mexican,Breakfast,Bangalore,24,18-25,Fast-Food,Corporate,4,787.85
ORD118077,549.47,30,Chinese,Breakfast,Mumbai,46,50+,Casual,Individual,2,579.47
ORD118078,209.34,20,Chinese,Breakfast,Mumbai,24,26-35,Fast-Food,Individual,4,229.34
ORD118079,861.56,0,Chinese,Evening Snack,Hyderabad,38,18-25,Premium,Corporate,3,861.56
ORD118080,494.61,20,Indian,Breakfast,Bangalore,62,50+,Fast-Food,Individual,1,514.61
ORD118081,641.17,20,Indian,Lunch,Mumbai,56,26-35,Fast-Food,Individual,1,661.17
ORD118082,865.81,45,Fast Food,Lunch,Delhi,39,50+,Fast-Food,Corporate,3,910.81
ORD118083,1107.36,30,Mexican,Breakfast,Delhi,46,18-25,Fast-Food,Corporate,2,1137.36
ORD118084,1016.71,60,Chinese,Lunch,Chennai,41,26-35,Premium,Corporate,2,1076.71
ORD118085,623.13,20,Continental,Lunch,Delhi,55,26-35,Fast-Food,Individual,1,643.13
ORD118086,557.17,20,Continental,Breakfast,Mumbai,45,26-35,Casual,Individual,2,577.17
ORD118087,401.77,20,Mexican,Dinner,Delhi,56,50+,Fast-Food,Individual,1,421.77
ORD118088,541.05,0,Continental,Dinner,Bangalore,45,50+,Casual,Individual,2,541.05
ORD118089,266.6,20,Mexican,Lunch,Delhi,15,18-25,Casual,Individual,5,286.6
ORD118090,1169.66,20,Mexican,Lunch,Hyderabad,23,36-50,Casual,Corporate,4,1189.66
ORD118091,752.61,0,Italian,Lunch,Bangalore,63,26-35,Premium,Corporate,1,752.61
ORD118092,284.2,20,Mexican,Dinner,Delhi,43,26-35,Casual,Individual,2,304.2
ORD118093,520.45,60,Mexican,Breakfast,Chennai,28,18-25,Casual,Individual,4,580.45
ORD118094,724.39,0,Indian,Dinner,Mumbai,54,26-35,Fast-Food,Corporate,1,724.39
ORD118095,709.53,30,Italian,Dinner,Delhi,50,50+,Premium,Corporate,2,739.53
ORD118096,187.28,45,Chinese,Evening Snack,Bangalore,58,50+,Premium,Individual,1,232.28
ORD118097,1148.38,0,Continental,Dinner,Chennai,44,26-35,Premium,Corporate,2,1148.38
ORD118098,439.14,60,Mexican,Dinner,Mumbai,46,26-35,Casual,Individual,2,499.14
ORD118099,166.99,45,Fast Food,Breakfast,Bangalore,40,50+,Casual,Individual,3,211.99
ORD118100,230.27,20,Mexican,Evening Snack,Mumbai,22,26-35,Casual,Individual,4,250.27
ORD118101,759.2,60,Chinese,Breakfast,Delhi,47,50+,Fast-Food,Corporate,2,819.2
ORD118102,294.67,45,Mexican,Evening Snack,Mumbai,26,36-50,Casual,Individual,4,339.67
ORD118103,193.81,0,Indian,Evening Snack,Mumbai,59,36-50,Premium,Individual,1,193.81
ORD118104,548.61,45,Continental,Dinner,Chennai,51,26-35,Fast-Food,Individual,1,593.61
ORD118105,803.9,30,Mexican,Breakfast,Bangalore,40,26-35,Fast-Food,Corporate,3,833.9
ORD118106,267.43,45,Italian,Lunch,Delhi,42,26-35,Premium,Individual,2,312.43
ORD118107,478.99,30,Fast Food,Dinner,Chennai,46,50+,Casual,Individual,2,508.99
ORD118108,588.65,20,Fast Food,Lunch,Mumbai,47,36-50,Fast-Food,Individual,2,608.65
ORD118109,317.43,30,Italian,Dinner,Hyderabad,28,36-50,Premium,Individual,4,347.43
ORD118110,681.38,30,Chinese,Dinner,Delhi,44,18-25,Casual,Corporate,2,711.38
ORD118111,239.47,30,Fast Food,Evening Snack,Chennai,46,18-25,Fast-Food,Individual,2,269.47
ORD118112,198.84,45,Fast Food,Lunch,Hyderabad,33,26-35,Fast-Food,Individual,3,243.84
ORD118113,695.83,30,Italian,Lunch,Bangalore,53,50+,Fast-Food,Corporate,1,725.83
ORD118114,410.29,60,Chinese,Dinner,Mumbai,58,26-35,Fast-Food,Individual,1,470.29
ORD118115,250.14,30,Mexican,Lunch,Delhi,61,36-50,Fast-Food,Individual,1,280.14
ORD118116,595.11,60,Italian,Dinner,Chennai,38,26-35,Casual,Individual,3,655.11
ORD118117,1110.9,20,Indian,Dinner,Hyderabad,53,26-35,Premium,Corporate,1,1130.9
ORD118118,910.4,20,Chinese,Dinner,Chennai,41,36-50,Fast-Food,Corporate,2,930.4
ORD118119,1006.4,20,Italian,Breakfast,Hyderabad,55,36-50,Premium,Corporate,1,1026.4
ORD118120,1065.51,20,Continental,Dinner,Delhi,62,36-50,Premium,Corporate,1,1085.51
ORD118121,1171.26,60,Indian,Lunch,Chennai,18,36-50,Premium,Corporate,5,1231.26
ORD118122,951.41,0,Indian,Evening Snack,Hyderabad,19,18-25,Casual,Corporate,5,951.41
ORD118123,788.83,20,Chinese,Breakfast,Hyderabad,60,50+,Premium,Corporate,1,808.83
ORD118124,533.7,0,Italian,Dinner,Chennai,26,50+,Premium,Individual,4,533.7
ORD118125,340.73,45,Continental,Lunch,Mumbai,62,36-50,Premium,Individual,1,385.73
ORD118126,870.99,0,Italian,Dinner,Bangalore,35,50+,Fast-Food,Corporate,3,870.99
ORD118127,1194.7,20,Italian,Lunch,Hyderabad,19,50+,Fast-Food,Corporate,5,1214.7
ORD118128,640.73,20,Italian,Breakfast,Delhi,56,50+,Premium,Individual,1,660.73
ORD118129,909.86,0,Chinese,Dinner,Delhi,51,50+,Casual,Corporate,1,909.86
ORD118130,669.85,20,Fast Food,Breakfast,Delhi,44,36-50,Fast-Food,Individual,2,689.85
ORD118131,603.53,45,Fast Food,Evening Snack,Mumbai,35,26-35,Fast-Food,Individual,3,648.53
ORD118132,580.82,0,Chinese,Lunch,Hyderabad,42,26-35,Premium,Individual,2,580.82
ORD118133,679.86,60,Chinese,Breakfast,Mumbai,24,26-35,Premium,Corporate,4,739.86
ORD118134,535.24,0,Italian,Dinner,Chennai,47,18-25,Casual,Individual,2,535.24
ORD118135,936.21,20,Italian,Breakfast,Chennai,41,50+,Fast-Food,Corporate,2,956.21
ORD118136,1067.99,30,Continental,Dinner,Mumbai,20,36-50,Premium,Corporate,4,1097.99
ORD118137,1077.03,20,Indian,Lunch,Mumbai,23,36-50,Fast-Food,Corporate,4,1097.03
ORD118138,389.08,20,Indian,Dinner,Bangalore,41,18-25,Premium,Individual,2,409.08
ORD118139,1090.7,0,Italian,Evening Snack,Bangalore,38,36-50,Premium,Corporate,3,1090.7
ORD118140,508.63,30,Indian,Dinner,Chennai,25,26-35,Casual,Individual,4,538.63
ORD118141,474.77,0,Italian,Lunch,Mumbai,42,18-25,Fast-Food,Individual,2,474.77
ORD118142,913.09,45,Mexican,Lunch,Delhi,39,36-50,Fast-Food,Corporate,3,958.09
ORD118143,469.93,30,Indian,Evening Snack,Bangalore,48,18-25,Premium,Individual,2,499.93
ORD118144,205.61,30,Chinese,Dinner,Delhi,25,18-25,Casual,Individual,4,235.61
ORD118145,542.3,60,Fast Food,Lunch,Bangalore,31,36-50,Casual,Individual,3,602.3
ORD118146,907.54,30,Chinese,Dinner,Mumbai,16,26-35,Casual,Corporate,5,937.54
ORD118147,493.31,30,Chinese,Dinner,Mumbai,37,36-50,Fast-Food,Individual,3,523.31
ORD118148,811.04,45,Mexican,Breakfast,Hyderabad,16,50+,Premium,Corporate,5,856.04
ORD118149,843.13,0,Chinese,Lunch,Delhi,58,50+,Premium,Corporate,1,843.13
ORD118150,920.42,30,Mexican,Lunch,Hyderabad,32,36-50,Casual,Corporate,3,950.42
ORD118151,1091.99,20,Italian,Breakfast,Chennai,16,26-35,Casual,Corporate,5,1111.99
ORD118152,604.19,20,Continental,Dinner,Hyderabad,17,50+,Casual,Individual,5,624.19
ORD118153,324.75,0,Mexican,Lunch,Hyderabad,38,50+,Fast-Food,Individual,3,324.75
ORD118154,484.87,45,Chinese,Evening Snack,Chennai,56,36-50,Premium,Individual,1,529.87
ORD118155,603.78,30,Chinese,Dinner,Chennai,46,36-50,Casual,Individual,2,633.78
ORD118156,899.59,0,Mexican,Evening Snack,Delhi,34,36-50,Casual,Corporate,3,899.59
ORD118157,163.78,20,Indian,Evening Snack,Delhi,31,18-25,Premium,Individual,3,183.78
ORD118158,481.57,20,Chinese,Dinner,Delhi,54,18-25,Fast-Food,Individual,1,501.57
ORD118159,968.83,20,Indian,Evening Snack,Chennai,50,18-25,Fast-Food,Corporate,2,988.83
ORD118160,854.4,30,Indian,Dinner,Bangalore,35,36-50,Fast-Food,Corporate,3,884.4
ORD118161,918.33,20,Continental,Dinner,Bangalore,32,26-35,Premium,Corporate,3,938.33
ORD118162,1002.4,30,Continental,Lunch,Chennai,36,50+,Fast-Food,Corporate,3,1032.4
ORD118163,972.4,45,Fast Food,Dinner,Mumbai,20,18-25,Casual,Corporate,4,1017.4
ORD118164,866.29,20,Continental,Dinner,Bangalore,35,26-35,Fast-Food,Corporate,3,886.29
ORD118165,611.64,45,Fast Food,Dinner,Mumbai,47,36-50,Premium,Individual,2,656.64
ORD118166,1182.78,20,Italian,Breakfast,Delhi,20,18-25,Fast-Food,Corporate,4,1202.78
ORD118167,747.53,0,Fast Food,Lunch,Bangalore,45,36-50,Premium,Corporate,2,747.53
ORD118168,362.91,20,Mexican,Lunch,Chennai,45,26-35,Premium,Individual,2,382.91
ORD118169,457.45,20,Indian,Breakfast,Bangalore,45,18-25,Fast-Food,Individual,2,477.45
ORD118170,878.24,60,Fast Food,Lunch,Bangalore,20,18-25,Casual,Corporate,4,938.24
ORD118171,1120.98,20,Chinese,Dinner,Hyderabad,61,18-25,Premium,Corporate,1,1140.98
ORD118172,337.66,30,Italian,Breakfast,Mumbai,33,18-25,Fast-Food,Individual,3,367.66
ORD118173,236.46,30,Continental,Lunch,Bangalore,20,26-35,Premium,Individual,4,266.46000000000004
ORD118174,1075.61,20,Mexican,Dinner,Mumbai,35,18-25,Fast-Food,Corporate,3,1095.61
ORD118175,1111.04,20,Italian,Dinner,Delhi,40,50+,Casual,Corporate,3,1131.04
ORD118176,440.2,20,Fast Food,Dinner,Mumbai,37,50+,Premium,Individual,3,460.2
ORD118177,546.15,20,Chinese,Lunch,Bangalore,60,36-50,Casual,Individual,1,566.15
ORD118178,843.2,60,Italian,Dinner,Hyderabad,37,18-25,Casual,Corporate,3,903.2
ORD118179,496.43,30,Indian,Dinner,Chennai,37,50+,Casual,Individual,3,526.4300000000001
ORD118180,1071.02,60,Continental,Dinner,Mumbai,44,50+,Casual,Corporate,2,1131.02
ORD118181,262.96,30,Italian,Evening Snack,Bangalore,43,50+,Casual,Individual,2,292.96
ORD118182,189.88,0,Indian,Breakfast,Hyderabad,49,26-35,Fast-Food,Individual,2,189.88
ORD118183,368.91,20,Italian,Lunch,Mumbai,36,18-25,Casual,Individual,3,388.91
ORD118184,450.39,30,Chinese,Dinner,Hyderabad,42,26-35,Fast-Food,Individual,2,480.39
ORD118185,268.57,20,Continental,Lunch,Bangalore,41,26-35,Casual,Individual,2,288.57
ORD118186,218.97,0,Continental,Lunch,Chennai,63,50+,Casual,Individual,1,218.97
ORD118187,943.39,0,Italian,Evening Snack,Delhi,17,50+,Premium,Corporate,5,943.39
ORD118188,322.49,20,Mexican,Dinner,Chennai,36,36-50,Fast-Food,Individual,3,342.49
ORD118189,1109.62,30,Chinese,Dinner,Delhi,36,18-25,Casual,Corporate,3,1139.62
ORD118190,536.4,45,Chinese,Lunch,Mumbai,23,18-25,Casual,Individual,4,581.4
ORD118191,854.14,30,Chinese,Evening Snack,Delhi,35,50+,Casual,Corporate,3,884.14
ORD118192,386.67,30,Mexican,Lunch,Mumbai,60,50+,Fast-Food,Individual,1,416.67
ORD118193,402.34,30,Mexican,Dinner,Chennai,20,18-25,Fast-Food,Individual,4,432.34
ORD118194,753.44,30,Chinese,Evening Snack,Bangalore,48,36-50,Fast-Food,Corporate,2,783.44
ORD118195,738.68,20,Continental,Lunch,Mumbai,27,50+,Premium,Corporate,4,758.68
ORD118196,957.17,45,Indian,Evening Snack,Hyderabad,50,36-50,Premium,Corporate,2,1002.17
ORD118197,945.7,20,Italian,Dinner,Delhi,36,26-35,Casual,Corporate,3,965.7
ORD118198,854.22,20,Italian,Breakfast,Hyderabad,20,50+,Fast-Food,Corporate,4,874.22
ORD118199,621.59,20,Mexican,Lunch,Hyderabad,54,26-35,Fast-Food,Individual,1,641.59
ORD118200,1085.17,0,Chinese,Breakfast,Chennai,62,50+,Premium,Corporate,1,1085.17
ORD118201,803.71,20,Chinese,Dinner,Chennai,36,26-35,Casual,Corporate,3,823.71
ORD118202,1189.71,20,Continental,Lunch,Hyderabad,27,50+,Fast-Food,Corporate,4,1209.71
ORD118203,1010.34,30,Italian,Breakfast,Hyderabad,38,36-50,Fast-Food,Corporate,3,1040.3400000000001
ORD118204,196.53,20,Chinese,Dinner,Hyderabad,59,36-50,Casual,Individual,1,216.53
ORD118205,486.62,30,Italian,Dinner,Bangalore,30,36-50,Premium,Individual,4,516.62
ORD118206,750.47,20,Fast Food,Breakfast,Bangalore,33,26-35,Premium,Corporate,3,770.47
ORD118207,907.54,45,Italian,Lunch,Hyderabad,48,36-50,Fast-Food,Corporate,2,952.54
ORD118208,727.85,30,Chinese,Dinner,Mumbai,22,26-35,Casual,Corporate,4,757.85
ORD118209,975.44,20,Italian,Dinner,Hyderabad,16,50+,Casual,Corporate,5,995.44
ORD118210,446.79,60,Italian,Lunch,Bangalore,34,26-35,Casual,Individual,3,506.79
ORD118211,343.11,0,Continental,Dinner,Chennai,44,50+,Fast-Food,Individual,2,343.11
ORD118212,206.61,30,Mexican,Evening Snack,Mumbai,22,18-25,Premium,Individual,4,236.61
ORD118213,751.98,30,Mexican,Evening Snack,Bangalore,60,18-25,Premium,Corporate,1,781.98
ORD118214,873.03,0,Continental,Lunch,Delhi,50,18-25,Premium,Corporate,2,873.03
ORD118215,492.46,60,Chinese,Dinner,Delhi,37,26-35,Premium,Individual,3,552.46
ORD118216,794.26,20,Italian,Lunch,Hyderabad,37,18-25,Premium,Corporate,3,814.26
ORD118217,204.77,30,Fast Food,Evening Snack,Hyderabad,25,18-25,Fast-Food,Individual,4,234.77
ORD118218,254.26,20,Fast Food,Evening Snack,Chennai,40,18-25,Fast-Food,Individual,3,274.26
ORD118219,886.84,30,Fast Food,Lunch,Chennai,26,50+,Premium,Corporate,4,916.84
ORD118220,536.47,60,Chinese,Dinner,Delhi,60,36-50,Premium,Individual,1,596.47
ORD118221,854.9,30,Fast Food,Dinner,Bangalore,30,26-35,Fast-Food,Corporate,4,884.9
ORD118222,1023.31,20,Fast Food,Breakfast,Hyderabad,22,18-25,Premium,Corporate,4,1043.31
ORD118223,1045.25,20,Indian,Evening Snack,Bangalore,31,50+,Premium,Corporate,3,1065.25
ORD118224,330.78,30,Italian,Breakfast,Chennai,31,36-50,Premium,Individual,3,360.78
ORD118225,660.6,20,Indian,Lunch,Chennai,33,36-50,Casual,Individual,3,680.6
ORD118226,920.62,60,Continental,Dinner,Delhi,38,36-50,Premium,Corporate,3,980.62
ORD118227,962.68,45,Indian,Lunch,Hyderabad,20,50+,Casual,Corporate,4,1007.68
ORD118228,973.91,0,Mexican,Breakfast,Bangalore,63,18-25,Premium,Corporate,1,973.91
ORD118229,389.58,30,Fast Food,Lunch,Delhi,29,36-50,Premium,Individual,4,419.58
ORD118230,352.16,60,Fast Food,Lunch,Bangalore,36,50+,Fast-Food,Individual,3,412.16
ORD118231,769.51,20,Italian,Breakfast,Mumbai,63,50+,Fast-Food,Corporate,1,789.51
ORD118232,928.14,20,Italian,Dinner,Hyderabad,31,26-35,Fast-Food,Corporate,3,948.14
ORD118233,485.1,0,Continental,Breakfast,Chennai,28,50+,Casual,Individual,4,485.1
ORD118234,259.94,0,Italian,Dinner,Mumbai,38,36-50,Casual,Individual,3,259.94
ORD118235,902.58,60,Continental,Evening Snack,Delhi,47,36-50,Premium,Corporate,2,962.58
